Customer_ID,Marketing_Channel,Marketing_Spend,New_Customers
CUST0001,Email Marketing,3489.0278438962587,16
CUST0002,Online Ads,1107.8658076205506,33
CUST0003,Social Media,2576.081025358819,44
CUST0004,Online Ads,3257.5679320990967,32
CUST0005,Email Marketing,1108.4081853612497,13
CUST0006,Email Marketing,3570.998592037343,35
CUST0007,Referral,1542.797948922257,27
CUST0008,Online Ads,2846.793776206047,22
CUST0009,Social Media,1201.1385339545102,17
CUST0010,Online Ads,2516.4154567525584,39
CUST0011,Online Ads,1846.6411368459262,15
CUST0012,Email Marketing,2307.3832195252344,23
CUST0013,Online Ads,4044.9188315761085,50
CUST0014,Online Ads,2516.504862256545,48
CUST0015,Email Marketing,4008.0392942191393,11
CUST0016,Email Marketing,4327.6971406210905,13
CUST0017,Online Ads,2009.0861271295225,31
CUST0018,Email Marketing,1327.6249310465703,25
CUST0019,Referral,1077.5331482000427,18
CUST0020,Online Ads,3157.6761916901346,46
CUST0021,Referral,4999.631314036837,23
CUST0022,Email Marketing,2399.8413748807357,14
CUST0023,Social Media,3600.5763729995,45
CUST0024,Online Ads,4124.932198443579,23
CUST0025,Referral,3607.0186209755575,47
CUST0026,Social Media,4016.932816238105,23
CUST0027,Online Ads,4798.4469308639555,24
CUST0028,Online Ads,1797.4427294501315,31
CUST0029,Referral,1081.5200692813294,19
CUST0030,Email Marketing,1609.5293831391614,48
CUST0031,Referral,1504.883899496825,10
CUST0032,Email Marketing,3677.8353784796427,27
CUST0033,Email Marketing,3255.8783277200764,19
CUST0034,Referral,1871.8581636260146,18
CUST0035,Social Media,3797.8598849846035,44
CUST0036,Email Marketing,4067.592393424963,26
CUST0037,Referral,1671.156573471209,21
CUST0038,Email Marketing,3428.9899755637266,17
CUST0039,Referral,3991.7026078211434,11
CUST0040,Email Marketing,1458.1314855155906,18
CUST0041,Email Marketing,4277.20469724434,10
CUST0042,Online Ads,4858.883092136351,32
CUST0043,Online Ads,1432.3949986304262,25
CUST0044,Social Media,1102.7137019898641,47
CUST0045,Online Ads,2247.8289775787807,30
CUST0046,Online Ads,3709.389147401635,11
CUST0047,Online Ads,4832.691352823584,21
CUST0048,Social Media,2586.6177660665094,26
CUST0049,Email Marketing,3860.0588201978735,13
CUST0050,Social Media,1303.9859113722398,18
CUST0051,Social Media,3762.4576637319215,36
CUST0052,Online Ads,3508.969582404178,43
CUST0053,Social Media,1407.605221783906,17
CUST0054,Referral,4089.923539804896,14
CUST0055,Email Marketing,4401.172956355185,40
CUST0056,Email Marketing,3401.6464592673765,38
CUST0057,Online Ads,1484.2202602692605,33
CUST0058,Email Marketing,4935.377406058686,42
CUST0059,Online Ads,4130.5413854440785,47
CUST0060,Social Media,2388.815061233796,16
CUST0061,Referral,2713.512052938978,38
CUST0062,Email Marketing,2482.2835048722245,42
CUST0063,Email Marketing,3023.8431587083114,24
CUST0064,Email Marketing,2364.924699445133,49
CUST0065,Referral,4398.302507998309,12
CUST0066,Referral,4289.323672360232,43
CUST0067,Online Ads,1422.1554825759943,29
CUST0068,Online Ads,4843.150268858314,39
CUST0069,Social Media,3542.340424405784,11
CUST0070,Social Media,4314.829244009833,13
CUST0071,Online Ads,3829.234574824308,40
CUST0072,Referral,2741.9485800307084,35
CUST0073,Referral,3935.1812160535674,37
CUST0074,Social Media,4861.89492495231,16
CUST0075,Email Marketing,2080.3295855496035,41
CUST0076,Social Media,4232.7968752270235,38
CUST0077,Referral,3152.691625793023,14
CUST0078,Social Media,2933.9900155327846,15
CUST0079,Social Media,2742.297972015577,30
CUST0080,Online Ads,3924.104857220489,48
CUST0081,Email Marketing,2073.582152196901,19
CUST0082,Social Media,4406.852640077328,14
CUST0083,Email Marketing,4322.924075562414,18
CUST0084,Referral,1346.6515922226977,27
CUST0085,Social Media,4526.524736011088,49
CUST0086,Online Ads,1975.453756763824,50
CUST0087,Referral,2858.833866412927,47
CUST0088,Email Marketing,3441.3268169220823,45
CUST0089,Online Ads,2515.957216513056,30
CUST0090,Online Ads,1114.7999910803583,34
CUST0091,Online Ads,4403.811345249836,48
CUST0092,Email Marketing,1727.359428630767,43
CUST0093,Referral,1848.479400718956,28
CUST0094,Social Media,4191.3294273123865,39
CUST0095,Online Ads,2361.3553726571345,42
CUST0096,Social Media,4521.2799190329015,48
CUST0097,Referral,3804.7350013288064,37
CUST0098,Email Marketing,2105.0743030247395,16
CUST0099,Referral,1040.6044577547084,17
CUST0100,Referral,4792.250311108124,45
CUST0101,Online Ads,1342.4518478320852,23
CUST0102,Email Marketing,3880.2986564167772,37
CUST0103,Email Marketing,2954.3113873951497,38
CUST0104,Email Marketing,4032.6586139298656,24
CUST0105,Social Media,3762.437357786092,36
CUST0106,Email Marketing,3583.6115989638092,31
CUST0107,Online Ads,2963.2853403143445,39
CUST0108,Social Media,4171.73147252927,35
CUST0109,Social Media,1372.2134022186867,36
CUST0110,Referral,1886.3856018901206,16
CUST0111,Referral,3767.1486211808074,30
CUST0112,Social Media,2224.8241205203535,37
CUST0113,Email Marketing,3326.2223413294687,30
CUST0114,Online Ads,2893.0419550380993,26
CUST0115,Referral,3123.687724583071,33
CUST0116,Referral,2702.0152508208594,19
CUST0117,Social Media,3983.7417468544386,40
CUST0118,Email Marketing,2323.1651887837206,14
CUST0119,Email Marketing,3811.4197687430756,15
CUST0120,Online Ads,2083.6657079047854,15
CUST0121,Referral,2005.614704803766,15
CUST0122,Email Marketing,1482.6235390092234,37
CUST0123,Referral,1770.3371738060696,16
CUST0124,Email Marketing,1478.2189650202113,33
CUST0125,Online Ads,3143.4558615349993,18
CUST0126,Social Media,4048.758437936412,45
CUST0127,Online Ads,1740.5993697506478,13
CUST0128,Referral,1865.5385595144226,47
CUST0129,Referral,2936.7943488508345,45
CUST0130,Referral,3898.3400043722063,45
CUST0131,Social Media,4906.428091532227,31
CUST0132,Online Ads,3098.5474764344312,17
CUST0133,Referral,2131.99481309982,36
CUST0134,Referral,1402.1044323631631,32
CUST0135,Online Ads,1776.4703123642937,37
CUST0136,Social Media,1909.9326539302187,13
CUST0137,Online Ads,1717.7661747416132,28
CUST0138,Referral,1056.5934690242552,48
CUST0139,Referral,3136.540357070653,29
CUST0140,Online Ads,2097.245307133069,32
CUST0141,Social Media,4897.179724410951,16
CUST0142,Email Marketing,3213.4358671944333,46
CUST0143,Social Media,3789.6695716407776,42
CUST0144,Referral,1505.1179718336357,23
CUST0145,Social Media,4473.844789051776,19
CUST0146,Online Ads,2963.5147780951156,40
CUST0147,Email Marketing,4490.878939994138,24
CUST0148,Email Marketing,3296.256878505329,16
CUST0149,Online Ads,2877.587779722041,32
CUST0150,Social Media,2761.875192544041,45
CUST0151,Referral,1737.454681560327,33
CUST0152,Email Marketing,1205.5068687343114,17
CUST0153,Social Media,4764.254387072413,27
CUST0154,Email Marketing,2910.9167490627506,46
CUST0155,Online Ads,4288.462581197722,24
CUST0156,Online Ads,2602.829769007759,37
CUST0157,Social Media,1296.328681022559,45
CUST0158,Email Marketing,3517.7828278079933,49
CUST0159,Online Ads,1214.4362971701325,49
CUST0160,Online Ads,1596.7903378946207,45
CUST0161,Online Ads,3251.3583883382566,11
CUST0162,Email Marketing,2215.3420473689107,48
CUST0163,Online Ads,4975.6724908408805,27
CUST0164,Referral,1473.8062488458463,11
CUST0165,Referral,4057.773781304777,21
CUST0166,Online Ads,3425.2706049718513,27
CUST0167,Online Ads,4162.963319373677,29
CUST0168,Email Marketing,1902.7485482601385,31
CUST0169,Online Ads,3090.2901405208713,32
CUST0170,Online Ads,2802.057859555017,10
CUST0171,Referral,2770.8840160773134,21
CUST0172,Email Marketing,4440.666663304721,19
CUST0173,Social Media,4960.125041867192,46
CUST0174,Referral,2221.5209772774415,35
CUST0175,Referral,3484.109284288594,14
CUST0176,Online Ads,3438.523648980521,19
CUST0177,Online Ads,3960.35722193818,50
CUST0178,Social Media,4790.360801301512,11
CUST0179,Social Media,1831.1516232942054,15
CUST0180,Social Media,1844.100781221572,43
CUST0181,Email Marketing,3641.7125487681465,23
CUST0182,Email Marketing,1628.2283735235087,34
CUST0183,Referral,1695.2541933057378,36
CUST0184,Online Ads,1300.2594756046717,39
CUST0185,Social Media,1010.702890411543,31
CUST0186,Social Media,2802.0148184708096,20
CUST0187,Referral,3375.2447804782532,33
CUST0188,Online Ads,2165.0371561241104,29
CUST0189,Online Ads,1925.9049382241033,30
CUST0190,Social Media,3827.823319516133,46
CUST0191,Social Media,3811.950232374869,48
CUST0192,Social Media,2816.125305628173,15
CUST0193,Online Ads,3749.539680284971,13
CUST0194,Referral,4695.644177930195,19
CUST0195,Social Media,4151.312106586925,20
CUST0196,Referral,3500.2320286568875,49
CUST0197,Email Marketing,3644.7321714134714,13
CUST0198,Online Ads,4734.673833782053,15
CUST0199,Referral,2700.555864416847,27
CUST0200,Referral,3178.2495148423145,38
CUST0201,Referral,3590.538893609923,37
CUST0202,Referral,4633.645780850424,41
CUST0203,Referral,4306.524638600238,48
CUST0204,Online Ads,1285.6393474232566,38
CUST0205,Social Media,1663.6911568828987,36
CUST0206,Online Ads,2230.4472504569303,27
CUST0207,Social Media,3995.830888278493,23
CUST0208,Online Ads,3276.8281972763693,42
CUST0209,Social Media,2154.442353223367,17
CUST0210,Referral,1497.414632698833,32
CUST0211,Social Media,3754.711964848375,37
CUST0212,Referral,3798.9347399028693,17
CUST0213,Social Media,4770.704962976163,28
CUST0214,Social Media,3001.8887084717026,47
CUST0215,Referral,2975.1808773803373,41
CUST0216,Referral,1321.7674075972038,43
CUST0217,Email Marketing,1159.4431367344523,29
CUST0218,Email Marketing,2728.1146566430903,12
CUST0219,Online Ads,2289.2863334331996,24
CUST0220,Social Media,2001.4716096480156,35
CUST0221,Referral,1365.3075465239408,48
CUST0222,Email Marketing,4847.644408771346,13
CUST0223,Email Marketing,4343.834455624725,10
CUST0224,Email Marketing,3300.796436879722,23
CUST0225,Online Ads,4803.145111225409,29
CUST0226,Email Marketing,4998.289667509805,23
CUST0227,Email Marketing,3689.126337212957,18
CUST0228,Referral,2078.0441038682156,26
CUST0229,Online Ads,1160.9266925784648,28
CUST0230,Referral,4025.0753216502285,30
CUST0231,Online Ads,2882.0032930065345,17
CUST0232,Online Ads,3606.0379577347453,10
CUST0233,Email Marketing,4664.29115170707,41
CUST0234,Email Marketing,1725.9565888925035,37
CUST0235,Online Ads,3341.3185011114174,21
CUST0236,Online Ads,3539.1388778163473,18
CUST0237,Referral,2966.9032087640535,34
CUST0238,Online Ads,1364.9696251753087,44
CUST0239,Email Marketing,2391.844225178602,24
CUST0240,Email Marketing,2333.233574660368,42
CUST0241,Social Media,3680.534038084742,45
CUST0242,Email Marketing,4430.93237760141,32
CUST0243,Email Marketing,2319.2146543158615,14
CUST0244,Referral,3774.69469593373,35
CUST0245,Online Ads,2152.871181445823,12
CUST0246,Email Marketing,4780.774158252842,37
CUST0247,Online Ads,4254.26413895189,11
CUST0248,Social Media,3200.3864358871315,39
CUST0249,Email Marketing,2819.303634406918,14
CUST0250,Social Media,2258.0686286806717,30
CUST0251,Social Media,2293.0951451039787,46
CUST0252,Referral,4880.7389072343085,37
CUST0253,Online Ads,2616.700228002983,46
CUST0254,Social Media,3058.3850093164206,35
CUST0255,Referral,4952.476859127017,50
CUST0256,Referral,3630.641545932516,36
CUST0257,Online Ads,3170.37437742878,28
CUST0258,Online Ads,2652.990283197286,17
CUST0259,Social Media,1750.3301655781083,35
CUST0260,Referral,2447.1174366067007,11
CUST0261,Referral,4025.772616222295,30
CUST0262,Referral,3501.634968580036,20
CUST0263,Social Media,4039.962144244068,49
CUST0264,Online Ads,1814.2329534010955,39
CUST0265,Referral,3196.8785563413267,33
CUST0266,Email Marketing,4710.69104337779,15
CUST0267,Email Marketing,2752.464380289513,37
CUST0268,Referral,3793.000116488689,16
CUST0269,Email Marketing,1485.7043334504792,25
CUST0270,Online Ads,4892.587263286778,37
CUST0271,Referral,3435.4866683278597,47
CUST0272,Social Media,1957.1898493106014,35
CUST0273,Email Marketing,1633.5126552209294,43
CUST0274,Referral,3203.35602801068,15
CUST0275,Online Ads,3209.005636214932,35
CUST0276,Online Ads,1372.8368051260902,29
CUST0277,Online Ads,4969.028557580878,31
CUST0278,Email Marketing,4651.719513936672,24
CUST0279,Social Media,2845.7915767151335,31
CUST0280,Email Marketing,1469.8645963582303,20
CUST0281,Email Marketing,4328.572695075605,14
CUST0282,Online Ads,2993.502018828781,42
CUST0283,Email Marketing,3866.413303967164,50
CUST0284,Social Media,3035.4880602780468,17
CUST0285,Social Media,2093.6995868530967,43
CUST0286,Referral,4338.895782306778,42
CUST0287,Referral,4920.978530413502,22
CUST0288,Online Ads,1974.9236243005535,32
CUST0289,Social Media,3205.0603075218787,32
CUST0290,Social Media,2534.3440529885997,19
CUST0291,Online Ads,4687.472599726248,25
CUST0292,Referral,3032.9635663715762,16
CUST0293,Email Marketing,4517.3050205859045,19
CUST0294,Social Media,4456.107737714352,26
CUST0295,Email Marketing,2104.989611288164,22
CUST0296,Email Marketing,4160.024728012454,21
CUST0297,Social Media,2659.769694205381,48
CUST0298,Online Ads,4736.993574730081,19
CUST0299,Online Ads,3030.950703238626,14
CUST0300,Referral,4282.197892742313,21
CUST0301,Referral,2131.3559331313063,50
CUST0302,Email Marketing,2194.223399087069,41
CUST0303,Referral,3347.750889656644,39
CUST0304,Email Marketing,4995.609332917355,46
CUST0305,Online Ads,2958.561386622804,47
CUST0306,Online Ads,1594.3816735311566,38
CUST0307,Social Media,3154.322310815495,46
CUST0308,Referral,2380.49576677203,50
CUST0309,Referral,3207.669668283244,49
CUST0310,Referral,3173.720251834692,30
CUST0311,Referral,2821.3784674660046,50
CUST0312,Online Ads,2287.1094009161498,30
CUST0313,Online Ads,1754.6094948284217,19
CUST0314,Online Ads,3789.993710482285,38
CUST0315,Referral,3287.1905679396045,14
CUST0316,Referral,1934.2497842315724,40
CUST0317,Social Media,4102.177900397035,38
CUST0318,Email Marketing,1174.5891963892077,50
CUST0319,Online Ads,3978.8206062607837,29
CUST0320,Referral,3820.9115241000104,27
CUST0321,Referral,4245.635610259507,47
CUST0322,Referral,2544.3150099639292,13
CUST0323,Referral,3654.755317938139,32
CUST0324,Referral,4282.99020683822,42
CUST0325,Online Ads,4923.27255463914,14
CUST0326,Email Marketing,2981.314598465694,29
CUST0327,Social Media,1148.0784453823048,39
CUST0328,Referral,3009.1646005318635,38
CUST0329,Referral,3360.721717238268,12
CUST0330,Referral,4478.801253448862,13
CUST0331,Referral,4496.761496217234,33
CUST0332,Social Media,2761.2248390827085,28
CUST0333,Referral,3103.8043472302456,14
CUST0334,Online Ads,2827.712297896969,15
CUST0335,Referral,3889.7753102825704,49
CUST0336,Referral,2639.9144789854577,48
CUST0337,Online Ads,3619.125305710935,42
CUST0338,Referral,1617.4448750861952,34
CUST0339,Social Media,2877.9624039389278,39
CUST0340,Social Media,4876.814522296869,47
CUST0341,Referral,2354.244936205727,45
CUST0342,Online Ads,3770.8183943475283,12
CUST0343,Online Ads,3599.3466103170904,38
CUST0344,Online Ads,4407.061169402766,46
CUST0345,Social Media,4409.365346263572,22
CUST0346,Referral,4437.368736673066,30
CUST0347,Referral,2520.03759009062,48
CUST0348,Social Media,2266.6446157335986,40
CUST0349,Email Marketing,3874.869700891932,42
CUST0350,Social Media,4037.6072373374545,19
CUST0351,Referral,4489.532069594145,13
CUST0352,Email Marketing,1143.5963993507462,38
CUST0353,Referral,1273.6829887262058,16
CUST0354,Online Ads,3524.6440674185624,31
CUST0355,Referral,4683.716395121187,15
CUST0356,Online Ads,4989.703691824861,42
CUST0357,Referral,3987.065466951708,21
CUST0358,Social Media,2735.885887692503,12
CUST0359,Online Ads,1393.772505532792,25
CUST0360,Social Media,3534.991315123165,38
CUST0361,Email Marketing,4490.316930428363,38
CUST0362,Social Media,2774.714206646823,43
CUST0363,Email Marketing,3776.0046511729383,43
CUST0364,Email Marketing,4613.696248201944,49
CUST0365,Social Media,1183.963874708851,20
CUST0366,Email Marketing,4184.573860648847,33
CUST0367,Social Media,2173.4711038608352,33
CUST0368,Email Marketing,2499.3643591012597,28
CUST0369,Online Ads,1582.2791827975939,34
CUST0370,Referral,3124.6652725950403,36
CUST0371,Email Marketing,3263.7122476637473,31
CUST0372,Email Marketing,4170.077895523813,48
CUST0373,Email Marketing,1679.9345962723896,13
CUST0374,Email Marketing,1315.8734026399786,50
CUST0375,Social Media,4483.35839457942,31
CUST0376,Online Ads,3478.8414741496613,14
CUST0377,Email Marketing,1963.319167425252,31
CUST0378,Social Media,4651.316064094219,16
CUST0379,Social Media,1572.4708805140385,45
CUST0380,Referral,2844.5996534199903,34
CUST0381,Email Marketing,2015.909357654169,28
CUST0382,Social Media,2021.306832636616,26
CUST0383,Social Media,1037.589725819484,48
CUST0384,Social Media,4218.532307900585,19
CUST0385,Social Media,4604.837694395532,31
CUST0386,Social Media,3710.4435427963176,15
CUST0387,Online Ads,1631.9024882871477,47
CUST0388,Social Media,2766.9191344152578,19
CUST0389,Referral,2382.2624977723267,32
CUST0390,Email Marketing,3350.2868205056857,29
CUST0391,Referral,3555.7548094400486,35
CUST0392,Email Marketing,2697.235753843591,18
CUST0393,Social Media,2000.392897630805,48
CUST0394,Email Marketing,4381.215700570395,15
CUST0395,Online Ads,1796.8679964355692,29
CUST0396,Social Media,2538.7729958693817,45
CUST0397,Social Media,2932.8322442368644,34
CUST0398,Email Marketing,1948.8228077102985,31
CUST0399,Email Marketing,3287.6907694029555,18
CUST0400,Social Media,3299.2477207145803,43
CUST0401,Social Media,4970.76817450759,15
CUST0402,Online Ads,2180.9230155330774,37
CUST0403,Social Media,4911.77793830745,42
CUST0404,Referral,3632.9192637147225,33
CUST0405,Referral,2097.921520712911,11
CUST0406,Online Ads,3263.716067822796,33
CUST0407,Online Ads,3743.1979709360485,29
CUST0408,Email Marketing,3978.6753646613006,21
CUST0409,Email Marketing,1196.1770031039998,23
CUST0410,Social Media,3425.6259723058984,31
CUST0411,Referral,2986.9091460954814,41
CUST0412,Referral,4616.621163574901,22
CUST0413,Email Marketing,2144.776605836778,24
CUST0414,Online Ads,4195.440478030395,18
CUST0415,Online Ads,3428.259992657064,19
CUST0416,Online Ads,2409.283823341266,14
CUST0417,Online Ads,3546.4715120235674,28
CUST0418,Social Media,3483.5646525212164,16
CUST0419,Referral,3711.057834493438,42
CUST0420,Online Ads,3883.713506682836,44
CUST0421,Social Media,3636.726161267015,43
CUST0422,Email Marketing,4353.348467850066,12
CUST0423,Online Ads,3512.992414747593,31
CUST0424,Email Marketing,4613.614816291872,49
CUST0425,Social Media,3585.3624355620914,18
CUST0426,Online Ads,2235.7315358105443,48
CUST0427,Email Marketing,2763.292760651246,34
CUST0428,Online Ads,3318.295221473611,19
CUST0429,Referral,3929.439071756953,20
CUST0430,Referral,1360.5335029848757,21
CUST0431,Online Ads,2180.441806516621,49
CUST0432,Social Media,3989.923459753486,20
CUST0433,Online Ads,1702.5602817772265,38
CUST0434,Referral,1528.639190987134,12
CUST0435,Email Marketing,3157.6310359376844,36
CUST0436,Online Ads,4885.95832484536,33
CUST0437,Online Ads,3123.40949481114,25
CUST0438,Referral,4653.947897926788,38
CUST0439,Social Media,4321.89047826959,49
CUST0440,Referral,2027.8803382530493,28
CUST0441,Email Marketing,4298.759250169629,38
CUST0442,Referral,2927.3913194949646,24
CUST0443,Email Marketing,4225.953975175066,44
CUST0444,Referral,3986.23740286818,25
CUST0445,Referral,2354.8610152075453,29
CUST0446,Email Marketing,1460.6788297990377,40
CUST0447,Email Marketing,4851.57317147551,22
CUST0448,Email Marketing,1563.0280600235305,33
CUST0449,Referral,4866.000837851008,46
CUST0450,Email Marketing,4440.562387595288,38
CUST0451,Referral,3896.866848302073,39
CUST0452,Email Marketing,4919.768971127614,28
CUST0453,Social Media,4869.078989200129,34
CUST0454,Social Media,4218.350576082248,42
CUST0455,Online Ads,2463.1001976222656,43
CUST0456,Email Marketing,4162.72787435575,36
CUST0457,Referral,1055.6746204036046,20
CUST0458,Email Marketing,3146.2892330762365,22
CUST0459,Email Marketing,2819.1441109354987,48
CUST0460,Social Media,3691.3135274950146,18
CUST0461,Online Ads,3689.3631894040527,26
CUST0462,Social Media,3338.2403666086643,13
CUST0463,Social Media,4289.669204907097,40
CUST0464,Social Media,4761.1675671182165,33
CUST0465,Email Marketing,1433.3844087969228,45
CUST0466,Online Ads,1935.2876088463327,16
CUST0467,Online Ads,1100.0985985859293,43
CUST0468,Email Marketing,4536.939380859409,17
CUST0469,Email Marketing,3245.6295289995155,28
CUST0470,Online Ads,4661.023634972638,15
CUST0471,Social Media,1885.4688002959601,20
CUST0472,Email Marketing,1252.8681646407817,27
CUST0473,Social Media,4295.42140556179,38
CUST0474,Online Ads,4637.550553711568,42
CUST0475,Social Media,2208.760698117001,19
CUST0476,Referral,2633.183423181651,37
CUST0477,Email Marketing,1559.1080500288845,15
CUST0478,Email Marketing,4785.046131527784,24
CUST0479,Referral,2217.458337424021,38
CUST0480,Referral,2970.498475912824,32
CUST0481,Social Media,1388.7679944872864,11
CUST0482,Online Ads,4549.037234114009,36
CUST0483,Social Media,1542.6561948253461,13
CUST0484,Referral,2814.57502755557,35
CUST0485,Referral,3681.944875400685,42
CUST0486,Referral,3972.560486092686,33
CUST0487,Social Media,4783.896343117729,25
CUST0488,Email Marketing,2676.507013658891,34
CUST0489,Email Marketing,3969.076059061263,15
CUST0490,Email Marketing,1618.09160963934,33
CUST0491,Online Ads,2659.5381097472277,24
CUST0492,Online Ads,1396.086538842114,11
CUST0493,Social Media,2957.388151158458,30
CUST0494,Online Ads,2632.463542790802,16
CUST0495,Social Media,4806.086101524238,31
CUST0496,Email Marketing,1130.8651474201877,19
CUST0497,Social Media,2482.119834937742,18
CUST0498,Online Ads,2773.5323442428066,12
CUST0499,Social Media,4802.220679405707,28
CUST0500,Online Ads,4421.800773223818,40
